261 2179.122710 5.303E-25 3.240E-03.10430.191  618.74560.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  2e     366643 6 7 2 1 1 1     5.0    5.0
261 2179.138750 3.533E-24 4.333E-03.09400.180  635.30420.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  4f     366643 6 7 2 1 1 1    27.0   27.0
261 2179.173480 1.409E-24 4.492E-03.09030.175  647.10880.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  5f     366643 6 7 2 1 1 1    11.0   11.0
261 2179.174980 2.716E-24 4.089E-03.09850.185  625.79740.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  3e     366643 6 7 2 1 1 1    21.0   21.0
261 2179.215140 4.759E-24 4.585E-03.08750.170  661.27400.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  6f     366643 6 7 2 1 1 1    39.0   39.0
261 2179.244990 1.216E-24 4.472E-03.09400.180  635.19960.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  4e     366643 6 7 2 1 1 1     9.0    9.0
261 2179.263730 1.710E-24 4.642E-03.08520.166  677.79950.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  7f     366643 6 7 2 1 1 1    15.0   15.0
261 2179.303600 7.117E-24 1.642E-02.04910.091 1165.63380.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    Q 31e     366643 6 7 2 1 1 1   189.0  189.0
261 2179.319240 5.349E-24 4.681E-03.08340.162  696.68490.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  8f     366643 6 7 2 1 1 1    51.0   51.0
261 2179.333020 4.437E-24 4.712E-03.09030.175  646.95200.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  5e     366643 6 7 2 1 1 1    33.0   33.0
261 2179.370220 1.215E-23 1.717E-02.08340.162  795.29280.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R  7f     366643 6 7 2 1 1 1    51.0   45.0
261 2179.381690 1.808E-24 4.709E-03.08200.158  717.93000.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  9f     366643 6 7 2 1 1 1    19.0   19.0
261 2179.439390 1.696E-24 4.897E-03.08750.170  661.05440.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  6e     366643 6 7 2 1 1 1    13.0   13.0
261 2179.451100 5.366E-24 4.728E-03.08080.154  741.53440.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 10f     366643 6 7 2 1 1 1    63.0   63.0
261 2179.527470 1.732E-24 4.743E-03.07960.150  767.49760.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 11f     366643 6 7 2 1 1 1    23.0   23.0
261 2179.564500 5.605E-24 5.065E-03.08520.166  677.50670.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  7e     366643 6 7 2 1 1 1    45.0   45.0
261 2179.610850 4.934E-24 4.755E-03.07870.147  795.81930.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 12f     366643 6 7 2 1 1 1    75.0   75.0
261 2179.671280 3.688E-24 1.562E-02.08340.162  795.02980.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R  7e     366643 6 7 2 1 1 1    17.0   15.0
261 2179.701250 1.533E-24 4.765E-03.07770.144  826.49890.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 13f     366643 6 7 2 1 1 1    27.0   27.0
261 2179.708820 1.995E-24 5.230E-03.08340.162  696.30850.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  8e     366643 6 7 2 1 1 1    17.0   17.0
261 2179.798710 4.213E-24 4.772E-03.07680.141  859.53600.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 14f     366643 6 7 2 1 1 1    87.0   87.0
261 2179.853240 1.692E-24 1.636E-02.04770.087 1240.72620.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    Q 32e     366643 6 7 2 1 1 1    65.0   65.0
261 2179.872860 6.229E-24 5.398E-03.08200.158  717.45950.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q  9e     366643 6 7 2 1 1 1    57.0   57.0
261 2179.903260 1.266E-24 4.780E-03.07560.138  894.92990.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 15f     366643 6 7 2 1 1 1    31.0   31.0
261 2180.014930 3.368E-24 4.785E-03.07460.135  932.68020.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 16f     366643 6 7 2 1 1 1    99.0   99.0
261 2180.057190 2.114E-24 5.576E-03.08080.154  740.95940.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 10e     366643 6 7 2 1 1 1    21.0   21.0
261 2180.133740 9.806E-25 4.789E-03.07330.132  972.78600.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 17f     366643 6 7 2 1 1 1    35.0   35.0
261 2180.259690 2.532E-24 4.794E-03.07190.129 1015.24680.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 18f     366643 6 7 2 1 1 1   111.0  111.0
261 2180.262420 6.331E-24 5.763E-03.07960.150  766.80780.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 11e     366643 6 7 2 1 1 1    69.0   69.0
261 2180.392790 7.159E-25 4.797E-03.07040.126 1060.06180.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 19f     366643 6 7 2 1 1 1    39.0   39.0
261 2180.405690 3.575E-24 1.630E-02.04630.083 1318.15140.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    Q 33e     366643 6 7 2 1 1 1   201.0  201.0
261 2180.489220 2.069E-24 5.963E-03.07870.147  795.00420.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 12e     366643 6 7 2 1 1 1    25.0   25.0
261 2180.533020 1.796E-24 4.800E-03.06880.124 1107.23020.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 20f     366643 6 7 2 1 1 1   123.0  123.0
261 2180.576740 4.024E-24 1.791E-02.07870.147  884.41600.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 11e     366643 6 8 2 1 1 1    25.0   23.0
261 2180.680370 4.939E-25 4.804E-03.06710.121 1156.75130.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 21f     366643 6 7 2 1 1 1    43.0   43.0
261 2180.738270 5.985E-24 6.178E-03.07770.144  825.54820.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 13e     366643 6 7 2 1 1 1    81.0   81.0
261 2180.787160 3.781E-24 3.634E-03.07680.141  825.54820.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    R 13e     366643 6 7 2 1 1 1    87.0   81.0
261 2180.817950 1.181E-24 2.787E-03.08080.154  717.93000.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R  9f     366643 6 7 2 1 1 1    21.0   19.0
261 2180.834830 1.206E-24 4.808E-03.06530.118 1208.62410.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 22f     366643 6 7 2 1 1 1   135.0  135.0
261 2180.959750 8.290E-25 1.623E-02.04500.081 1397.90800.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    Q 34e     366643 6 7 2 1 1 1    69.0   69.0
261 2180.982110 6.118E-23 9.429E-03.09030.175   23.53230.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R  4e     366643 6 7 2 1 1 1    11.0    9.0
261 2180.996420 3.226E-25 4.809E-03.06350.116 1262.84800.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 23f     366643 6 7 2 1 1 1    47.0   47.0
261 2181.010300 1.893E-24 6.405E-03.07680.141  858.43930.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 14e     366643 6 7 2 1 1 1    29.0   29.0
261 2181.165230 7.667E-25 4.812E-03.06160.113 1319.42180.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 24f     366643 6 7 2 1 1 1   147.0  147.0
261 2181.306050 5.308E-24 6.649E-03.07560.138  893.67680.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 15e     366643 6 7 2 1 1 1    93.0   93.0
261 2181.341440 1.998E-25 4.814E-03.05970.110 1378.34470.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 25f     366643 6 7 2 1 1 1    51.0   51.0
261 2181.367050 3.083E-24 2.421E-03.08080.154  717.45950.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R  9e     366643 6 7 2 1 1 1    63.0   57.0
261 2181.475020 1.037E-24 3.652E-03.09400.180  625.86020.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R  3f     366643 6 7 2 1 1 1     9.0    7.0
261 2181.514310 1.709E-24 1.616E-02.04500.081 1479.99460.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    Q 35e     365543 6 7 2 1 1 1   213.0  213.0
261 2181.525380 4.626E-25 4.816E-03.05780.107 1439.61550.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 26f     366643 6 7 2 1 1 1   159.0  159.0
261 2181.626260 1.629E-24 6.905E-03.07460.135  931.26030.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 16e     366643 6 7 2 1 1 1    33.0   33.0
261 2181.717660 1.175E-25 4.819E-03.05600.104 1503.23340.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 27f     366643 6 7 2 1 1 1    55.0   55.0
261 2181.806070 4.001E-24 1.668E-02.08200.158  814.18760.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R  8f     366643 6 7 2 1 1 1    19.0   17.0
261 2181.971670 4.437E-24 7.179E-03.07330.132  971.18900.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 17e     366643 6 7 2 1 1 1   105.0  105.0
261 2182.203890 1.057E-23 1.467E-02.08200.158  813.84950.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R  8e     366643 6 7 2 1 1 1    57.0   51.0
261 2182.343010 1.324E-24 7.469E-03.07190.129 1013.46240.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 18e     366643 6 7 2 1 1 1    37.0   37.0
261 2182.740960 3.506E-24 7.772E-03.07040.126 1058.07970.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 19e     366643 6 7 2 1 1 1   117.0  117.0
261 2183.106760 1.168E-23 1.845E-02.07770.144  912.63940.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 12e     366643 6 8 2 1 1 1    81.0   75.0
261 2183.166180 1.018E-24 8.095E-03.06880.124 1105.04020.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 20e     366643 6 7 2 1 1 1    41.0   41.0
261 2183.265600 3.351E-24 2.705E-03.07960.150  741.53440.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 10f     366643 6 7 2 1 1 1    69.0   63.0
261 2183.343780 1.190E-24 3.775E-03.07560.138  858.43930.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    R 14e     366643 6 7 2 1 1 1    31.0   29.0
261 2183.357810 2.016E-22 9.300E-03.08750.170   35.29790.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R  5e     366643 6 7 2 1 1 1    39.0   33.0
261 2183.619250 2.624E-24 8.431E-03.06710.121 1154.34300.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 21e     366643 6 7 2 1 1 1   129.0  129.0
261 2183.812670 9.432E-25 5.658E-03.10430.191  614.05480.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  1f     366643 6 7 2 1 1 1     5.0    3.0
261 2183.823960 2.903E-24 5.804E-03.10430.191  614.04440.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  1e     366643 6 7 2 1 1 1    15.0    9.0
261 2183.872820 3.984E-24 4.015E-03.09030.175  635.30420.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R  4f     366643 6 7 2 1 1 1    33.0   27.0
261 2183.954320 9.387E-25 2.269E-03.07960.150  740.95940.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 10e     366643 6 7 2 1 1 1    23.0   21.0
261 2184.100650 7.416E-25 8.783E-03.06530.118 1205.98740.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 22e     366643 6 7 2 1 1 1    45.0   45.0
261 2184.249200 1.165E-23 1.627E-02.08080.154  835.44320.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R  9f     366643 6 7 2 1 1 1    63.0   57.0
261 2184.610810 1.862E-24 9.154E-03.06350.116 1259.97250.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 23e     366643 6 7 2 1 1 1   141.0  141.0
261 2184.761280 3.290E-24 1.377E-02.08080.154  835.02070.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R  9e     366643 6 7 2 1 1 1    21.0   19.0
261 2185.150020 5.124E-25 9.537E-03.06160.113 1316.29740.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 24e     366643 6 7 2 1 1 1    49.0   49.0
261 2185.640190 3.705E-24 1.901E-02.07680.141  943.21250.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 13e     366643 6 8 2 1 1 1    29.0   27.0
261 2185.718440 1.253E-24 9.938E-03.05970.110 1374.96120.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 25e     366643 6 7 2 1 1 1   153.0  153.0
261 2185.719800 1.038E-24 2.630E-03.07870.147  767.49760.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 11f     366643 6 7 2 1 1 1    25.0   23.0
261 2185.736790 7.151E-23 9.206E-03.08520.166   49.41630.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R  6e     366643 6 7 2 1 1 1    15.0   13.0
261 2185.902410 3.317E-24 3.920E-03.07460.135  893.67680.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    R 15e     366643 6 7 2 1 1 1    99.0   93.0
261 2186.194650 3.026E-24 4.432E-03.09850.185  618.77700.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  2f     366643 6 7 2 1 1 1    21.0   15.0
261 2186.226470 1.050E-24 4.613E-03.09850.185  618.74560.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  2e     366643 6 7 2 1 1 1     7.0    5.0
261 2186.277060 1.578E-24 4.285E-03.08750.170  647.10880.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R  5f     366643 6 7 2 1 1 1    13.0   11.0
261 2186.316100 3.361E-25 1.036E-02.05780.107 1435.96280.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 26e     366643 6 7 2 1 1 1    53.0   53.0
261 2186.568980 2.513E-24 2.117E-03.07870.147  766.80780.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 11e     366643 6 7 2 1 1 1    75.0   69.0
261 2186.699350 3.707E-24 1.595E-02.07960.150  859.05940.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 10f     366643 6 7 2 1 1 1    23.0   21.0
261 2186.942890 8.010E-25 1.079E-02.05600.104 1499.30110.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    Q 27e     366643 6 7 2 1 1 1   165.0  165.0
261 2187.344820 8.997E-24 1.288E-02.07960.150  858.54300.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 10e     366643 6 7 2 1 1 1    69.0   63.0
261 2188.118850 2.221E-22 9.130E-03.08340.162   65.88710.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R  7e     366643 6 7 2 1 1 1    51.0   45.0
261 2188.175210 1.040E-23 1.957E-02.07560.138  976.13500.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 14e     366643 6 8 2 1 1 1    93.0   87.0
261 2188.180280 2.844E-24 2.558E-03.07770.144  795.81930.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 12f     366643 6 7 2 1 1 1    81.0   75.0
261 2188.461320 1.013E-24 4.074E-03.07330.132  931.26030.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    R 16e     366643 6 7 2 1 1 1    35.0   33.0
261 2188.583850 1.077E-24 3.818E-03.09400.180  625.86020.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  3f     366643 6 7 2 1 1 1     9.0    7.0
261 2188.646220 3.420E-24 4.040E-03.09400.180  625.79740.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  3e     366643 6 7 2 1 1 1    27.0   21.0
261 2188.687300 5.349E-24 4.505E-03.08520.166  661.27400.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R  6f     366643 6 7 2 1 1 1    45.0   39.0
261 2189.156260 1.045E-23 1.568E-02.07870.147  885.03550.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 11f     366643 6 7 2 1 1 1    75.0   69.0
261 2189.212370 7.293E-25 1.962E-03.07770.144  795.00420.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 12e     366643 6 7 2 1 1 1    27.0   25.0
261 2189.955900 2.669E-24 1.198E-02.07870.147  884.41600.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 11e     366643 6 7 2 1 1 1    25.0   23.0
261 2190.503790 7.484E-23 9.069E-03.08200.158   84.71010.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R  8e     366643 6 7 2 1 1 1    19.0   17.0
261 2190.646780 8.514E-25 2.488E-03.07680.141  826.49890.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 13f     366643 6 7 2 1 1 1    29.0   27.0
261 2190.710060 3.196E-24 2.017E-02.07460.135 1011.40620.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 15e     366643 6 8 2 1 1 1    33.0   31.0
261 2190.980490 3.390E-24 3.439E-03.09030.175  635.30420.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  4f     366643 6 7 2 1 1 1    33.0   27.0
261 2191.018850 2.742E-24 4.232E-03.07190.129  971.18900.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    R 17e     366643 6 7 2 1 1 1   111.0  105.0
261 2191.083190 1.217E-24 3.702E-03.09030.175  635.19960.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  4e     366643 6 7 2 1 1 1    11.0    9.0
261 2191.103010 1.938E-24 4.692E-03.08340.162  677.79950.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R  7f     366643 6 7 2 1 1 1    17.0   15.0
261 2191.619620 3.220E-24 1.543E-02.07770.144  913.37140.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 12f     366643 6 7 2 1 1 1    27.0   25.0
261 2191.885830 1.857E-24 1.803E-03.07680.141  825.54820.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 13e     366643 6 7 2 1 1 1    87.0   81.0
261 2192.595930 6.950E-24 1.107E-02.07770.144  912.63940.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 12e     366643 6 7 2 1 1 1    81.0   75.0
261 2192.891400 2.221E-22 9.017E-03.08080.154  105.88500.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R  9e     366643 6 7 2 1 1 1    63.0   57.0
261 2193.119040 2.256E-24 2.420E-03.07560.138  859.53600.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 14f     366643 6 7 2 1 1 1    93.0   87.0
261 2193.243060 8.705E-24 2.078E-02.07330.132 1049.02560.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 16e     366643 6 8 2 1 1 1   105.0   99.0
261 2193.384860 1.160E-24 3.170E-03.08750.170  647.10880.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  5f     366643 6 7 2 1 1 1    13.0   11.0
261 2193.523610 6.130E-24 4.863E-03.08200.158  696.68490.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R  8f     366643 6 7 2 1 1 1    57.0   51.0
261 2193.537360 3.819E-24 3.477E-03.08750.170  646.95200.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  5e     366643 6 7 2 1 1 1    39.0   33.0
261 2193.573410 8.137E-25 4.400E-03.07040.126 1013.46240.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    R 18e     366643 6 7 2 1 1 1    39.0   37.0
261 2194.089120 8.800E-24 1.523E-02.07680.141  944.06630.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 13f     366643 6 7 2 1 1 1    87.0   81.0
261 2194.590720 5.113E-25 1.639E-03.07560.138  858.43930.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 14e     366643 6 7 2 1 1 1    31.0   29.0
261 2195.266330 1.959E-24 1.014E-02.07680.141  943.21250.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 13e     366643 6 7 2 1 1 1    29.0   27.0
261 2195.281420 7.181E-23 8.972E-03.07960.150  129.41150.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R 10e     366643 6 7 2 1 1 1    23.0   21.0
261 2195.596810 6.537E-25 2.352E-03.07460.135  894.92990.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 15f     366643 6 7 2 1 1 1    33.0   31.0
261 2195.772610 2.597E-24 2.141E-02.07190.129 1088.99260.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 17e     366643 6 8 2 1 1 1    37.0   35.0
261 2195.797280 3.492E-24 2.960E-03.08520.166  661.27400.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  6f     366643 6 7 2 1 1 1    45.0   39.0
261 2195.948490 2.099E-24 5.022E-03.08080.154  717.93000.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R  9f     366643 6 7 2 1 1 1    21.0   19.0
261 2196.008730 1.305E-24 3.316E-03.08520.166  661.05440.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  6e     366643 6 7 2 1 1 1    15.0   13.0
261 2196.123530 2.143E-24 4.575E-03.06880.124 1058.07970.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    R 19e     366643 6 7 2 1 1 1   123.0  117.0
261 2196.564410 2.633E-24 1.505E-02.07560.138  977.11990.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 14f     366643 6 7 2 1 1 1    31.0   29.0
261 2197.328310 1.230E-24 1.469E-03.07460.135  893.67680.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 15e     366643 6 7 2 1 1 1    99.0   93.0
261 2197.673600 2.051E-22 8.932E-03.07870.147  155.28900.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R 11e     366643 6 7 2 1 1 1    75.0   69.0
261 2197.968450 4.830E-24 9.171E-03.07560.138  976.13500.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 14e     366643 6 7 2 1 1 1    93.0   87.0
261 2198.079860 1.677E-24 2.284E-03.07330.132  932.68020.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 16f     366643 6 7 2 1 1 1   105.0   99.0
261 2198.218160 1.143E-24 2.785E-03.08340.162  677.79950.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  7f     366643 6 7 2 1 1 1    17.0   15.0
261 2198.297280 6.875E-24 2.207E-02.07040.126 1131.30640.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 18e     366643 6 8 2 1 1 1   117.0  111.0
261 2198.376980 6.325E-24 5.177E-03.07960.150  741.53440.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R 10f     366643 6 7 2 1 1 1    69.0   63.0
261 2198.497270 3.934E-24 3.192E-03.08340.162  677.50670.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  7e     366643 6 7 2 1 1 1    51.0   45.0
261 2198.667900 6.188E-25 4.758E-03.06710.121 1105.04020.75-.001000 000 1 3 1-1+ u 000 1 0 1 0  g                    R 20e     366643 6 7 2 1 1 1    43.0   41.0
261 2199.045130 6.988E-24 1.489E-02.07460.135 1012.53160.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 15f     366643 6 7 2 1 1 1    99.0   93.0
261 2200.067680 6.398E-23 8.897E-03.07770.144  183.51730.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R 12e     366643 6 7 2 1 1 1    27.0   25.0
261 2200.099850 3.174E-25 1.290E-03.07330.132  931.26030.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 16e     366643 6 7 2 1 1 1    35.0   33.0
261 2200.567980 4.705E-25 2.215E-03.07190.129  972.78600.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 17f     366643 6 7 2 1 1 1    37.0   35.0
261 2200.647960 3.299E-24 2.634E-03.08200.158  696.68490.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  8f     366643 6 7 2 1 1 1    57.0   51.0
261 2200.703560 1.282E-24 8.164E-03.07460.135 1011.40620.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 15e     366643 6 7 2 1 1 1    33.0   31.0
261 2200.808360 2.075E-24 5.330E-03.07870.147  767.49760.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R 11f     366643 6 7 2 1 1 1    25.0   23.0
261 2200.815820 1.995E-24 2.276E-02.06880.124 1175.96640.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 19e     366643 6 8 2 1 1 1    41.0   39.0
261 2201.002970 1.293E-24 3.092E-03.08200.158  696.30850.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  8e     366643 6 7 2 1 1 1    19.0   17.0
261 2201.530910 2.032E-24 1.475E-02.07330.132 1050.30070.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 16f     366643 6 7 2 1 1 1    35.0   33.0
261 2202.463360 1.766E-22 8.862E-03.07680.141  214.09580.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R 13e     366643 6 7 2 1 1 1    87.0   81.0
261 2202.906420 7.081E-25 1.105E-03.07190.129  971.18900.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 17e     366643 6 7 2 1 1 1   111.0  105.0
261 2203.060980 1.169E-24 2.144E-03.07040.126 1015.24680.75-.001000 000 1 3 1 1  u 000 1 0 1 0  g                    R 18f     366643 6 7 2 1 1 1   117.0  111.0
261 2203.087180 1.036E-24 2.495E-03.08080.154  717.93000.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  9f     366643 6 7 2 1 1 1    21.0   19.0
261 2203.241900 6.012E-24 5.482E-03.07770.144  795.81930.75-.001000 000 1 3 1-1- u 000 1 0 1 0  g                    R 12f     366643 6 7 2 1 1 1    81.0   75.0
261 2203.327190 5.140E-24 2.347E-02.06710.121 1222.97190.75-.001000 000 0 4 0 0+ g 000 0 1 0 1  u                    R 20e     366643 6 8 2 1 1 1   129.0  123.0
261 2203.472820 2.954E-24 7.116E-03.07330.132 1049.02560.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 16e     366643 6 7 2 1 1 1   105.0   99.0
261 2203.525790 3.756E-24 3.009E-03.08080.154  717.45950.75-.001000 000 1 3-1 3  u 000 1 0 1 0  g                    R  9e     366643 6 7 2 1 1 1    63.0   57.0
261 2204.021320 5.244E-24 1.462E-02.07190.129 1090.42680.75-.001000 000 0 4 0 2  g 000 0 1 0 1  u                    R 17f     366643 6 7 2 1 1 1   111.0  105.0
261 2204.860360 5.332E-23 8.832E-03.07560.138  247.02410.75-.001000 000 0 3 0 1  u 000 0 0 0 0+ g                    R 14e     366643 6 7 2 1 1 1    31.0   29.0
